car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats
Maruti Swift,Maruti,Swift,13,86000,Dealer,Diesel,Manual,17.8,1248,75.0,5
Maruti Swift Dzire,Maruti,Swift Dzire,12,145000,Individual,Petrol,Manual,17.5,1298,85.8,5
Honda Amaze,Honda,Amaze,7,61000,Dealer,Diesel,Manual,25.8,1498,98.6,5
Maruti Alto,Maruti,Alto,3,37000,Dealer,Petrol,Manual,24.7,796,47.3,5
BMW 7,BMW,7,4,50000,Dealer,Diesel,Automatic,16.77,2993,261.49,5
Maruti Alto,Maruti,Alto,10,29000,Dealer,Petrol,Manual,19.7,796,46.3,5
Audi Q7,Audi,Q7,8,33000,Dealer,Diesel,Automatic,12.07,2967,241.4,7
Hyundai Santro,Hyundai,Santro,2,5000,Individual,Petrol,Automatic,20.3,1086,68.0,5
Hyundai i10,Hyundai,i10,10,40300,Dealer,Petrol,Manual,20.36,1197,78.9,5
Datsun RediGO,Datsun,RediGO,4,40000,Individual,Petrol,Manual,22.7,799,53.64,5
Maruti Swift,Maruti,Swift,9,62000,Dealer,Diesel,Manual,22.9,1248,74.0,5
Mahindra Bolero,Mahindra,Bolero,7,120000,Individual,Diesel,Manual,15.96,2523,62.1,9
Skoda Rapid,Skoda,Rapid,3,40000,Individual,Petrol,Automatic,14.84,1598,103.2,5
Maruti Swift Dzire,Maruti,Swift Dzire,10,86000,Individual,Diesel,Manual,19.3,1248,73.9,5
Mahindra XUV500,Mahindra,XUV500,5,100000,Individual,Diesel,Manual,16.0,2179,140.0,7
Toyota Fortuner,Toyota,Fortuner,10,196777,Dealer,Diesel,Manual,11.5,2982,171.0,7
Ford Figo,Ford,Figo,8,76000,Dealer,Diesel,Manual,20.0,1399,68.0,5
Maruti Swift,Maruti,Swift,3,23000,Individual,Petrol,Manual,22.0,1197,81.8,5
Mahindra XUV500,Mahindra,XUV500,6,58000,Dealer,Diesel,Manual,16.0,2179,140.0,7
BMW 3,BMW,3,10,51048,Dealer,Diesel,Automatic,13.2,1995,170.0,5
Ford Ecosport,Ford,Ecosport,8,47000,Dealer,Diesel,Manual,22.7,1498,89.84,5
Maruti Swift Dzire,Maruti,Swift Dzire,7,90000,Dealer,Diesel,Manual,19.3,1248,73.9,5
Renault KWID,Renault,KWID,1,1200,Individual,Petrol,Automatic,22.0,999,67.0,5
Hyundai Creta,Hyundai,Creta,4,70000,Individual,Diesel,Automatic,17.01,1582,126.2,5
Honda City,Honda,City,6,120000,Individual,Diesel,Manual,26.0,1498,98.6,5
Maruti Baleno,Maruti,Baleno,3,20000,Individual,Petrol,Manual,21.4,1197,83.1,5
Maruti Swift Dzire,Maruti,Swift Dzire,7,36658,Dealer,Diesel,Manual,23.4,1248,74.0,5
Volkswagen Polo,Volkswagen,Polo,8,23000,Dealer,Petrol,Manual,16.47,1198,73.9,5
Maruti Ertiga,Maruti,Ertiga,2,42000,Dealer,Diesel,Manual,24.52,1248,88.5,7
Honda City,Honda,City,7,62000,Dealer,Diesel,Manual,26.0,1498,98.6,5
Datsun RediGO,Datsun,RediGO,5,64968,Dealer,Petrol,Manual,22.7,799,53.64,5
Tata Tigor,Tata,Tigor,3,40000,Individual,Diesel,Manual,24.7,1047,69.0,5
Tata Tiago,Tata,Tiago,2,19247,Dealer,Petrol,Automatic,24.0,1199,83.81,5
Honda Amaze,Honda,Amaze,4,42000,Dealer,Petrol,Manual,18.0,1198,86.7,5
Maruti Ertiga,Maruti,Ertiga,5,10000,Individual,Petrol,Manual,17.5,1373,91.1,7
Maruti Ertiga,Maruti,Ertiga,3,24812,Dealer,Diesel,Manual,25.47,1248,88.5,7
Honda WR-V,Honda,WR-V,3,11000,Dealer,Diesel,Manual,25.5,1498,98.6,5
Hyundai i20,Hyundai,i20,1,3700,Trustmark Dealer,Petrol,Manual,18.6,1197,81.86,5
Maruti Swift Dzire,Maruti,Swift Dzire,4,25000,Individual,Diesel,Manual,28.4,1248,74.02,5
Toyota Camry,Toyota,Camry,5,85000,Dealer,Electric,Automatic,19.16,2494,157.7,5
Ford Ecosport,Ford,Ecosport,7,56017,Dealer,Diesel,Manual,22.7,1498,89.84,5
Renault KWID,Renault,KWID,4,35000,Individual,Petrol,Automatic,24.04,999,67.0,5
Hyundai Verna,Hyundai,Verna,9,67000,Dealer,Diesel,Automatic,19.08,1582,126.32,5
Hyundai Grand,Hyundai,Grand,5,35000,Individual,Petrol,Manual,18.9,1197,82.0,5
Skoda Rapid,Skoda,Rapid,9,85000,Dealer,Diesel,Manual,20.5,1598,103.5,5
Maruti Swift,Maruti,Swift,9,110000,Individual,Diesel,Manual,22.9,1248,74.0,5
Ford Ecosport,Ford,Ecosport,8,94000,Dealer,Diesel,Manual,22.7,1498,89.84,5
Hyundai i20,Hyundai,i20,11,68523,Dealer,Petrol,Manual,17.0,1197,80.0,5
Honda City,Honda,City,5,56000,Dealer,Diesel,Manual,26.0,1498,98.6,5
Hyundai Creta,Hyundai,Creta,6,35000,Individual,Diesel,Manual,21.38,1396,88.7,5
Maruti Dzire ZXI,Maruti,Dzire ZXI,7,50000,Dealer,Petrol,Manual,23.26,1197,88.5,5
Volkswagen Vento,Volkswagen,Vento,10,69988,Dealer,Diesel,Manual,20.54,1598,103.6,5
Toyota Innova,Toyota,Innova,4,120000,Individual,Diesel,Manual,13.68,2393,147.8,8
Hyundai Creta,Hyundai,Creta,3,40000,Dealer,Diesel,Manual,21.4,1493,113.42,5
Maruti Alto,Maruti,Alto,5,26000,Dealer,CNG,Manual,30.46,796,47.3,5
Maruti Wagon R,Maruti,Wagon R,10,48000,Dealer,Petrol,Manual,18.9,998,67.1,5
Honda City,Honda,City,4,52000,Individual,Diesel,Manual,25.6,1498,97.9,5
Maruti Ertiga,Maruti,Ertiga,2,8000,Dealer,Petrol,Automatic,17.99,1462,103.26,7
Honda City,Honda,City,10,58000,Dealer,Petrol,Manual,17.0,1497,118.0,5
Hyundai Verna,Hyundai,Verna,9,115721,Dealer,Diesel,Manual,22.32,1582,126.32,5
Maruti Alto,Maruti,Alto,13,50000,Individual,Petrol,Manual,19.7,796,46.3,5
Tata Nexon,Tata,Nexon,3,30000,Individual,Diesel,Manual,21.5,1497,108.5,5
Hyundai Grand,Hyundai,Grand,3,30000,Individual,Petrol,Manual,18.9,1197,81.86,5
Maruti Baleno,Maruti,Baleno,2,69000,Dealer,Diesel,Manual,27.39,1248,74.0,5
Maruti Wagon R,Maruti,Wagon R,1,7640,Trustmark Dealer,Petrol,Manual,21.79,998,67.05,5
Skoda Rapid,Skoda,Rapid,8,69000,Dealer,Petrol,Manual,15.0,1598,105.0,5
Honda Amaze,Honda,Amaze,7,57432,Dealer,Petrol,Manual,18.0,1198,86.7,5
Hyundai Santro,Hyundai,Santro,14,50000,Individual,Petrol,Manual,17.8,1086,63.0,5
Maruti Baleno,Maruti,Baleno,4,25565,Individual,Petrol,Manual,21.4,1197,83.1,5
Maruti Alto,Maruti,Alto,7,56000,Dealer,Petrol,Manual,22.74,796,47.3,5
Honda City,Honda,City,9,37000,Dealer,Petrol,Manual,17.4,1497,117.6,5
Toyota Innova,Toyota,Innova,9,39000,Dealer,Diesel,Manual,12.99,2494,100.0,7
BMW 3,BMW,3,10,98955,Dealer,Diesel,Automatic,13.2,1995,170.0,5
Honda Civic,Honda,Civic,12,65000,Dealer,Petrol,Automatic,12.9,1799,130.0,5
Hyundai i10,Hyundai,i10,13,67000,Dealer,Petrol,Manual,20.36,1197,78.9,5
Honda City,Honda,City,3,28000,Dealer,Diesel,Manual,26.0,1498,98.6,5
Renault Duster,Renault,Duster,4,30000,Individual,Diesel,Manual,19.72,1461,108.45,5
Maruti Ertiga,Maruti,Ertiga,4,41000,Dealer,Petrol,Manual,16.02,1373,93.7,7
Maruti Alto,Maruti,Alto,7,28000,Dealer,CNG,Manual,33.44,796,40.3,4
Maruti Swift Dzire,Maruti,Swift Dzire,6,32000,Dealer,Petrol,Manual,20.85,1197,83.14,5
Ford Freestyle,Ford,Freestyle,2,30000,Individual,Diesel,Manual,24.4,1498,98.63,5
BMW 7,BMW,7,13,70000,Dealer,Petrol,Automatic,8.45,2979,321.0,5
Tata Hexa,Tata,Hexa,4,57500,Dealer,Diesel,Automatic,17.6,2179,153.86,7
Maruti Ciaz,Maruti,Ciaz,7,34900,Dealer,Diesel,Manual,26.21,1248,88.5,5
Hyundai i10,Hyundai,i10,9,30448,Dealer,Petrol,Manual,20.36,1197,78.9,5
Honda City,Honda,City,2,25000,Individual,Petrol,Automatic,18.0,1497,117.6,5
Mahindra XUV500,Mahindra,XUV500,4,50000,Dealer,Diesel,Manual,16.0,2179,140.0,7
Tata Tiago,Tata,Tiago,2,23000,Dealer,Petrol,Manual,23.84,1199,84.0,5
Skoda Superb,Skoda,Superb,11,100000,Individual,Petrol,Manual,13.14,1798,157.8,5
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,4,48000,Dealer,Petrol,Automatic,12.0,1991,184.0,5
Maruti Swift,Maruti,Swift,8,80000,Individual,Diesel,Manual,22.9,1248,74.0,5
Toyota Innova,Toyota,Innova,9,121000,Dealer,Diesel,Manual,12.99,2494,100.0,8
Hyundai i20,Hyundai,i20,9,90000,Individual,Diesel,Manual,23.0,1396,90.0,5
Honda City,Honda,City,14,65000,Dealer,Petrol,Manual,17.7,1497,78.0,5
Maruti Swift,Maruti,Swift,3,16000,Individual,Petrol,Automatic,22.0,1197,81.8,5
Maruti Ciaz,Maruti,Ciaz,6,48000,Dealer,Diesel,Manual,26.21,1248,88.5,5
Renault Duster,Renault,Duster,5,43811,Dealer,Diesel,Manual,19.87,1461,83.8,5
Skoda Superb,Skoda,Superb,11,59000,Dealer,Petrol,Automatic,13.7,1798,157.75,5
Volkswagen Vento,Volkswagen,Vento,8,114000,Dealer,Diesel,Manual,20.54,1598,103.6,5
Hyundai i20,Hyundai,i20,7,62000,Dealer,Diesel,Manual,21.9,1396,88.76,5
Ford Ecosport,Ford,Ecosport,8,55000,Dealer,Diesel,Manual,22.7,1498,89.84,5
Ford Ecosport,Ford,Ecosport,4,40600,Dealer,Diesel,Manual,23.0,1498,98.96,5
Ford Ecosport,Ford,Ecosport,5,20000,Individual,Petrol,Manual,15.85,1499,110.4,5
Mahindra XUV500,Mahindra,XUV500,6,43000,Dealer,Diesel,Manual,15.1,2179,140.0,7
Toyota Fortuner,Toyota,Fortuner,9,82000,Dealer,Diesel,Manual,13.0,2982,168.5,7
Hyundai i20,Hyundai,i20,5,60000,Individual,Diesel,Manual,22.54,1396,88.73,5
Volkswagen Vento,Volkswagen,Vento,4,70763,Dealer,Diesel,Automatic,22.15,1498,108.6,5
Mahindra Bolero,Mahindra,Bolero,2,35000,Individual,Diesel,Manual,15.96,2523,63.0,9
Hyundai Verna,Hyundai,Verna,7,77000,Dealer,Diesel,Manual,22.32,1582,126.3,5
Maruti Celerio,Maruti,Celerio,2,20000,Individual,Petrol,Automatic,23.1,998,67.04,5
Maruti Swift Dzire,Maruti,Swift Dzire,6,52000,Individual,Petrol,Manual,20.85,1197,83.14,5
BMW 3,BMW,3,10,63000,Dealer,Diesel,Automatic,13.2,1995,170.0,5
Honda City,Honda,City,4,15735,Dealer,Petrol,Manual,17.4,1497,117.6,5
Honda Amaze,Honda,Amaze,7,45000,Dealer,Diesel,Manual,25.8,1498,98.6,5
Tata Nexon,Tata,Nexon,2,40000,Individual,Diesel,Manual,21.5,1497,108.5,5
Honda Amaze,Honda,Amaze,8,51112,Dealer,Petrol,Automatic,15.5,1198,86.7,5
Renault KWID,Renault,KWID,5,35000,Individual,Petrol,Manual,25.17,799,53.3,5
Maruti Swift Dzire,Maruti,Swift Dzire,3,27000,Dealer,Diesel,Automatic,28.4,1248,74.02,5
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,5,29052,Dealer,Petrol,Automatic,14.74,1991,184.0,5
Hyundai Verna,Hyundai,Verna,3,69000,Dealer,Diesel,Manual,22.0,1582,126.2,5
Hyundai Grand,Hyundai,Grand,3,5000,Individual,Petrol,Manual,18.9,1197,81.86,5
Audi A4,Audi,A4,11,82000,Dealer,Petrol,Automatic,12.3,1781,163.2,5
Maruti Wagon R,Maruti,Wagon R,3,25000,Individual,Petrol,Manual,20.51,998,67.04,5
Maruti Wagon R,Maruti,Wagon R,5,40000,Individual,Petrol,Manual,20.51,998,67.04,5
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,11,75000,Dealer,Petrol,Automatic,11.7,1796,178.0,5
Maruti Alto,Maruti,Alto,6,45000,Dealer,Petrol,Manual,24.7,796,47.3,5
Honda City,Honda,City,5,78000,Dealer,Petrol,Automatic,18.0,1497,117.3,5
Ford Figo,Ford,Figo,10,65000,Dealer,Diesel,Manual,20.0,1399,68.0,5
Toyota Innova,Toyota,Innova,6,143000,Dealer,Diesel,Manual,12.99,2494,100.0,7
Hyundai i20,Hyundai,i20,4,30000,Individual,Diesel,Manual,22.54,1396,88.73,5
Maruti Eeco,Maruti,Eeco,2,17000,Dealer,Petrol,Manual,15.37,1196,73.0,7
Audi A4,Audi,A4,4,40000,Individual,Petrol,Automatic,17.84,1395,147.51,5
Hyundai i20,Hyundai,i20,4,65609,Dealer,Diesel,Manual,22.54,1396,88.73,5
Hyundai Verna,Hyundai,Verna,7,225000,Individual,Diesel,Manual,22.32,1582,126.32,5
Mahindra Bolero,Mahindra,Bolero,8,65784,Dealer,Diesel,Manual,15.96,2523,62.1,7
Honda Amaze,Honda,Amaze,2,30000,Individual,Petrol,Manual,19.5,1199,88.76,5
Toyota Fortuner,Toyota,Fortuner,10,75000,Dealer,Diesel,Manual,11.5,2982,171.0,7
Mahindra Scorpio,Mahindra,Scorpio,2,41000,Dealer,Diesel,Manual,16.36,2179,120.0,7
Tata Tiago,Tata,Tiago,3,20000,Individual,Petrol,Automatic,23.84,1199,84.0,5
Maruti Celerio,Maruti,Celerio,5,43782,Dealer,Petrol,Manual,23.1,998,67.04,5
Skoda Rapid,Skoda,Rapid,4,60000,Dealer,Diesel,Automatic,21.72,1498,108.6,5
Datsun RediGO,Datsun,RediGO,3,20000,Individual,Petrol,Manual,22.7,799,53.64,5
Hyundai Santro,Hyundai,Santro,11,120000,Individual,LPG,Manual,17.8,1086,63.0,5
Maruti Swift Dzire,Maruti,Swift Dzire,3,50000,Individual,Diesel,Manual,28.4,1248,74.02,5
Hyundai Grand,Hyundai,Grand,10,65000,Dealer,CNG,Manual,25.0,1197,82.0,5
Renault KWID,Renault,KWID,5,25500,Individual,Petrol,Manual,23.01,999,67.0,5
Hyundai i20,Hyundai,i20,7,46500,Dealer,Petrol,Manual,18.5,1197,82.9,5
Skoda Rapid,Skoda,Rapid,3,24000,Dealer,Diesel,Manual,21.13,1498,108.6,5
Maruti Alto,Maruti,Alto,2,5000,Individual,Petrol,Manual,23.95,998,67.05,5
Volkswagen Polo,Volkswagen,Polo,9,57000,Dealer,Diesel,Manual,22.07,1199,73.9,5
Mini Cooper,Mini,Cooper,8,35000,Dealer,Diesel,Automatic,23.8,1998,112.0,5
Maruti Alto,Maruti,Alto,15,55000,Dealer,Petrol,Manual,19.7,796,46.3,5
Maruti Alto,Maruti,Alto,6,35236,Dealer,Petrol,Manual,22.74,796,47.3,5
Toyota Innova,Toyota,Innova,2,46000,Dealer,Diesel,Automatic,11.36,2755,171.5,7
Honda Amaze,Honda,Amaze,4,40000,Individual,Petrol,Manual,17.8,1198,86.7,5
Hyundai Verna,Hyundai,Verna,4,23228,Dealer,Petrol,Manual,17.43,1396,105.5,5
Maruti Vitara,Maruti,Vitara,3,20000,Dealer,Diesel,Manual,24.3,1248,88.5,5
Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,5,30000,Dealer,Petrol,Automatic,11.5,1991,245.0,5
Mahindra Scorpio,Mahindra,Scorpio,4,100000,Individual,Diesel,Manual,15.4,1997,120.0,7
Maruti Vitara,Maruti,Vitara,3,24525,Dealer,Diesel,Manual,24.3,1248,88.5,5
Renault Duster,Renault,Duster,8,75704,Dealer,Diesel,Manual,19.87,1461,83.8,5
Honda City,Honda,City,11,48000,Dealer,Petrol,Manual,17.0,1497,118.0,5
Maruti Baleno,Maruti,Baleno,5,60000,Individual,Petrol,Manual,21.4,1197,83.1,5
Toyota Innova,Toyota,Innova,7,146000,Individual,Diesel,Manual,12.99,2494,100.6,7
Hyundai Creta,Hyundai,Creta,6,59000,Dealer,Diesel,Manual,20.5,1582,126.2,5
Skoda Rapid,Skoda,Rapid,2,35000,Individual,Diesel,Automatic,21.72,1498,108.6,5
Mercedes-Benz S-Class,Mercedes-Benz,S-Class,10,90000,Dealer,Diesel,Automatic,13.5,2987,282.0,5
Toyota Innova,Toyota,Innova,8,120000,Individual,Diesel,Manual,12.99,2494,100.6,7
Tata Tigor,Tata,Tigor,1,12000,Dealer,Petrol,Manual,20.3,1199,112.44,5
Toyota Fortuner,Toyota,Fortuner,4,70000,Dealer,Diesel,Manual,14.24,2755,174.5,7
Honda Civic,Honda,Civic,12,23000,Dealer,Petrol,Manual,14.8,1799,130.2,5
Maruti Swift Dzire,Maruti,Swift Dzire,4,120000,Individual,Diesel,Manual,28.4,1248,74.02,5
BMW 5,BMW,5,8,43000,Dealer,Diesel,Automatic,18.12,1995,190.0,5
Mahindra Scorpio,Mahindra,Scorpio,6,120000,Individual,Diesel,Automatic,15.4,2179,120.0,7
Honda Amaze,Honda,Amaze,4,50000,Individual,Petrol,Manual,17.8,1198,86.7,5
Audi Q7,Audi,Q7,7,120000,Individual,Diesel,Automatic,12.07,2967,241.4,7
Maruti Ciaz,Maruti,Ciaz,4,55000,Dealer,Diesel,Manual,28.09,1248,88.5,5
Hyundai i10,Hyundai,i10,13,57000,Dealer,Petrol,Manual,19.81,1086,68.05,5
Hyundai Grand,Hyundai,Grand,7,60000,Individual,Petrol,Manual,18.9,1197,82.0,5
Maruti Ciaz,Maruti,Ciaz,5,50000,Individual,Diesel,Manual,28.09,1248,88.5,5
Maruti Ertiga,Maruti,Ertiga,3,56000,Dealer,CNG,Manual,26.08,1462,91.19,7
Hyundai Santro,Hyundai,Santro,2,8000,Individual,Petrol,Manual,20.3,1086,68.0,5
Hyundai Creta,Hyundai,Creta,3,47800,Individual,Petrol,Automatic,14.8,1591,121.3,5
Maruti Swift,Maruti,Swift,10,48634,Dealer,Petrol,Manual,16.6,1197,85.0,5
Volkswagen Vento,Volkswagen,Vento,9,47123,Dealer,Petrol,Manual,15.04,1598,103.6,5
Maruti Ertiga,Maruti,Ertiga,7,22681,Dealer,Petrol,Manual,16.02,1373,93.7,7
Mahindra Scorpio,Mahindra,Scorpio,7,51400,Dealer,Diesel,Manual,15.4,1997,120.0,7
Tata Tiago,Tata,Tiago,3,16000,Dealer,Petrol,Manual,23.84,1199,84.0,5
Mahindra Marazzo,Mahindra,Marazzo,3,45906,Individual,Diesel,Manual,17.3,1497,121.0,7
Honda Amaze,Honda,Amaze,1,12000,Dealer,Petrol,Manual,18.6,1199,88.76,5
Maruti Swift Dzire,Maruti,Swift Dzire,8,77755,Dealer,Diesel,Manual,23.4,1248,74.0,5
Volkswagen Vento,Volkswagen,Vento,5,50000,Individual,Diesel,Automatic,22.15,1498,108.6,5
Honda City,Honda,City,8,38000,Dealer,Petrol,Manual,17.8,1497,117.3,5
Hyundai Santro,Hyundai,Santro,12,110000,Individual,LPG,Manual,13.45,1086,62.1,5
Toyota Fortuner,Toyota,Fortuner,11,115000,Dealer,Diesel,Manual,11.5,2982,171.0,7
Hyundai i20,Hyundai,i20,3,20000,Dealer,Petrol,Automatic,17.4,1197,81.86,5
Maruti Baleno,Maruti,Baleno,5,33000,Dealer,Diesel,Manual,27.39,1248,74.0,5
Hyundai i10,Hyundai,i10,8,60000,Individual,Petrol,Manual,19.81,1086,68.05,5
Hyundai Creta,Hyundai,Creta,3,40000,Individual,Diesel,Manual,22.1,1396,88.7,5
Hyundai Santro,Hyundai,Santro,2,7395,Dealer,Petrol,Manual,20.3,1086,68.0,5
Toyota Innova,Toyota,Innova,5,57000,Dealer,Diesel,Automatic,13.68,2393,147.51,8
Maruti Celerio,Maruti,Celerio,3,40000,Individual,Petrol,Automatic,21.63,998,67.0,5
Mahindra XUV500,Mahindra,XUV500,5,35000,Individual,Diesel,Manual,16.0,2179,140.0,7
Hyundai i20,Hyundai,i20,5,50000,Individual,Petrol,Manual,18.6,1197,81.83,5
Hyundai Verna,Hyundai,Verna,8,38000,Individual,Petrol,Manual,17.01,1591,121.3,5
Toyota Innova,Toyota,Innova,14,315000,Individual,Diesel,Manual,12.8,2494,102.0,8
BMW 3,BMW,3,5,29000,Dealer,Diesel,Automatic,21.76,1995,188.0,5
Hyundai i20,Hyundai,i20,4,60000,Individual,Diesel,Manual,22.54,1396,88.73,5
Mahindra Bolero,Mahindra,Bolero,5,50000,Individual,Diesel,Manual,16.5,1493,70.0,7
Honda Amaze,Honda,Amaze,6,50000,Individual,Petrol,Automatic,15.5,1198,86.7,5
Hyundai Santro,Hyundai,Santro,13,81000,Individual,Petrol,Manual,17.92,1086,62.1,5
Hyundai i20,Hyundai,i20,9,79975,Dealer,Diesel,Manual,23.0,1396,90.0,5
Mahindra XUV500,Mahindra,XUV500,8,55000,Individual,Diesel,Manual,15.1,2179,140.0,7
Maruti Swift Dzire,Maruti,Swift Dzire,7,76000,Dealer,Diesel,Manual,23.4,1248,74.0,5
Hyundai Verna,Hyundai,Verna,3,16443,Dealer,Petrol,Manual,19.1,1368,98.6,5
BMW 5,BMW,5,2,4000,Dealer,Diesel,Automatic,18.12,1995,190.0,5
Skoda Rapid,Skoda,Rapid,9,91000,Dealer,Petrol,Automatic,14.3,1598,103.52,5
Maruti Baleno,Maruti,Baleno,4,70000,Individual,Diesel,Manual,27.39,1248,74.0,5
Hyundai Creta,Hyundai,Creta,2,21000,Dealer,Petrol,Manual,15.8,1591,121.3,5
Mahindra Scorpio,Mahindra,Scorpio,4,30000,Dealer,Diesel,Manual,15.4,1997,120.0,7
Maruti Eeco,Maruti,Eeco,3,20000,Individual,Petrol,Manual,15.37,1196,73.0,5
Renault KWID,Renault,KWID,4,20000,Individual,Petrol,Manual,25.17,799,53.3,5
Maruti Swift,Maruti,Swift,8,100000,Individual,Diesel,Manual,22.9,1248,74.0,5
Honda WR-V,Honda,WR-V,3,19000,Dealer,Petrol,Manual,17.5,1199,88.7,5
Renault KWID,Renault,KWID,3,8000,Dealer,Petrol,Manual,25.17,799,53.3,5
Maruti Swift Dzire,Maruti,Swift Dzire,3,40000,Individual,Diesel,Manual,28.4,1248,74.02,5
Maruti Swift,Maruti,Swift,9,115000,Individual,Diesel,Manual,22.9,1248,74.0,5
Mahindra XUV500,Mahindra,XUV500,4,62000,Dealer,Diesel,Manual,16.0,2179,140.0,7
Maruti Swift,Maruti,Swift,9,66100,Dealer,Diesel,Manual,22.9,1248,74.0,5
Maruti Swift,Maruti,Swift,2,22000,Dealer,Diesel,Manual,28.4,1248,74.0,5
Datsun GO,Datsun,GO,6,30000,Individual,Petrol,Manual,20.63,1198,67.06,5
Hyundai i10,Hyundai,i10,7,36976,Dealer,LPG,Manual,19.2,1086,68.05,5
Honda Jazz,Honda,Jazz,6,19567,Dealer,Petrol,Manual,18.7,1199,88.7,5
Tata Tiago,Tata,Tiago,5,27000,Dealer,Petrol,Manual,23.84,1199,84.48,5
Hyundai Verna,Hyundai,Verna,9,88168,Dealer,Diesel,Manual,22.32,1582,126.3,5
Volvo XC90,Volvo,XC90,6,80000,Individual,Diesel,Automatic,17.2,1969,235.0,7
Maruti Vitara,Maruti,Vitara,5,90000,Individual,Diesel,Manual,24.3,1248,88.5,5
Volkswagen Vento,Volkswagen,Vento,8,193000,Individual,Diesel,Manual,20.54,1598,103.6,5
Honda WR-V,Honda,WR-V,3,10000,Dealer,Petrol,Manual,17.5,1199,88.7,5
Hyundai Venue,Hyundai,Venue,1,10000,Individual,Diesel,Manual,23.7,1493,98.6,5
Audi Q7,Audi,Q7,8,48000,Dealer,Diesel,Automatic,12.07,2967,241.4,7
Hyundai Creta,Hyundai,Creta,5,25451,Trustmark Dealer,Petrol,Automatic,13.0,1591,121.3,5
BMW X4,BMW,X4,2,9500,Dealer,Diesel,Automatic,16.78,1995,190.0,5
Maruti Swift,Maruti,Swift,13,63248,Dealer,Petrol,Manual,16.1,1197,85.0,5
BMW X3,BMW,X3,5,35000,Dealer,Diesel,Automatic,18.56,1995,187.7,5
Skoda Rapid,Skoda,Rapid,4,29000,Dealer,Diesel,Manual,21.14,1498,103.52,5
Volkswagen Polo,Volkswagen,Polo,5,78000,Dealer,Petrol,Automatic,17.21,1197,103.5,5
Hyundai Creta,Hyundai,Creta,4,24000,Dealer,Petrol,Manual,15.8,1591,121.3,5
Maruti Swift Dzire,Maruti,Swift Dzire,6,28375,Dealer,Diesel,Manual,26.59,1248,74.0,5
Jaguar XF,Jaguar,XF,2,14000,Dealer,Diesel,Automatic,19.33,1999,177.0,5
BMW 5,BMW,5,5,75000,Dealer,Diesel,Automatic,22.48,1995,187.74,5
Honda Amaze,Honda,Amaze,5,103092,Dealer,Diesel,Manual,25.8,1498,98.6,5
Skoda Rapid,Skoda,Rapid,3,52865,Dealer,Diesel,Automatic,21.66,1498,103.6,5
Maruti Swift Dzire,Maruti,Swift Dzire,4,20000,Individual,Petrol,Manual,21.21,1197,81.8,5
Hyundai Creta,Hyundai,Creta,4,60000,Individual,Diesel,Manual,21.38,1396,88.7,5
Skoda Rapid,Skoda,Rapid,6,54000,Dealer,Diesel,Automatic,21.66,1498,103.52,5
Hyundai Grand,Hyundai,Grand,6,20000,Individual,Petrol,Manual,18.9,1197,82.0,5
Mahindra XUV300,Mahindra,XUV300,2,10000,Individual,Diesel,Manual,20.0,1497,115.0,5
Ford Figo,Ford,Figo,9,74000,Dealer,Diesel,Manual,20.0,1399,68.05,5
Datsun GO,Datsun,GO,2,11800,Individual,Petrol,Manual,19.83,1198,67.0,7
Hyundai Grand,Hyundai,Grand,4,40000,Dealer,Petrol,Manual,18.9,1197,82.0,5
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,59000,Dealer,Diesel,Automatic,14.84,2143,170.0,5
Mahindra KUV,Mahindra,KUV,4,50000,Individual,Petrol,Manual,18.15,1198,82.0,6
Hyundai Verna,Hyundai,Verna,5,23000,Dealer,Petrol,Manual,17.01,1591,121.3,5
Toyota Innova,Toyota,Innova,14,150000,Individual,Diesel,Manual,12.8,2494,102.0,8
Hyundai Creta,Hyundai,Creta,5,79000,Dealer,Diesel,Automatic,17.01,1582,126.2,5
Maruti Swift Dzire,Maruti,Swift Dzire,3,53000,Dealer,Diesel,Manual,19.3,1248,73.9,5
Renault Duster,Renault,Duster,5,50000,Individual,Diesel,Automatic,19.6,1461,108.45,5
Maruti Wagon R,Maruti,Wagon R,12,78000,Dealer,LPG,Manual,26.2,998,58.2,5
Volkswagen Vento,Volkswagen,Vento,7,56000,Dealer,Petrol,Automatic,16.93,1197,103.2,5
Hyundai i20,Hyundai,i20,3,69000,Dealer,Diesel,Manual,22.54,1396,88.73,5
Honda City,Honda,City,4,91000,Dealer,Diesel,Manual,25.6,1498,97.9,5
Honda Amaze,Honda,Amaze,6,28000,Dealer,Diesel,Manual,25.8,1498,98.6,5
Maruti Ciaz,Maruti,Ciaz,4,52000,Dealer,Diesel,Manual,28.09,1248,88.5,5
Maruti Ciaz,Maruti,Ciaz,2,34500,Individual,Petrol,Manual,21.56,1462,103.25,5
Volkswagen Vento,Volkswagen,Vento,8,90000,Individual,Petrol,Manual,15.04,1598,103.6,5
Maruti Alto,Maruti,Alto,7,58001,Dealer,Petrol,Manual,22.74,796,47.3,5
