car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
Maruti Baleno,Maruti,Baleno,2,10000,Dealer,Petrol,Automatic,21.4,1197,83.1,5,765680
Maruti Wagon R,Maruti,Wagon R,14,68128,Dealer,LPG,Manual,17.3,1061,57.5,5,157840
Honda City,Honda,City,7,35000,Dealer,Diesel,Manual,26.0,1498,98.6,5,613070
Renault KWID,Renault,KWID,5,45049,Dealer,Petrol,Manual,25.17,799,53.3,5,301090
Skoda Octavia,Skoda,Octavia,6,70000,Individual,Petrol,Manual,16.8,1395,138.03,5,643322
Hyundai Verna,Hyundai,Verna,4,40667,Dealer,Diesel,Manual,25.0,1493,113.42,5,786690
Maruti Wagon R,Maruti,Wagon R,8,69000,Dealer,CNG,Manual,26.2,998,58.2,5,280950
Hyundai i20,Hyundai,i20,4,49000,Dealer,Petrol,Manual,18.6,1197,81.83,5,597168
Maruti Swift Dzire,Maruti,Swift Dzire,10,43125,Dealer,Petrol,Manual,20.85,1197,83.14,5,259620
Maruti Swift,Maruti,Swift,4,56145,Dealer,Diesel,Manual,28.4,1248,74.0,5,641835
Hyundai i20,Hyundai,i20,7,40000,Dealer,Petrol,Manual,17.0,1197,80.0,5,512580
Renault KWID,Renault,KWID,4,20914,Dealer,Petrol,Manual,23.01,999,67.0,5,357610
Hyundai Verna,Hyundai,Verna,2,9100,Dealer,Diesel,Manual,22.0,1582,126.2,5,1127895
Ford Aspire,Ford,Aspire,4,54000,Dealer,Diesel,Manual,25.83,1498,99.0,5,644180
Maruti Ciaz,Maruti,Ciaz,5,89000,Dealer,Diesel,Manual,28.09,1248,88.5,5,642120
Hyundai Verna,Hyundai,Verna,8,75842,Dealer,Diesel,Automatic,22.32,1582,126.32,5,529130
Maruti Alto,Maruti,Alto,8,76000,Dealer,Petrol,Manual,20.92,998,67.1,5,252810
Toyota Innova,Toyota,Innova,7,82000,Dealer,Diesel,Manual,12.99,2494,100.6,8,1066960
Renault KWID,Renault,KWID,2,7000,Individual,Petrol,Automatic,24.04,999,67.0,5,411388
Skoda Rapid,Skoda,Rapid,7,61000,Dealer,Diesel,Manual,20.5,1598,103.5,5,406450
Hyundai Santro,Hyundai,Santro,10,64000,Dealer,Petrol,Manual,17.92,1086,62.1,5,246160
Volkswagen Vento,Volkswagen,Vento,8,100000,Dealer,Diesel,Manual,20.34,1498,103.2,5,431437
Maruti Alto,Maruti,Alto,2,13413,Dealer,Petrol,Automatic,23.95,998,67.05,5,400812
Hyundai Creta,Hyundai,Creta,2,14000,Individual,Diesel,Manual,22.1,1396,88.7,5,1032650
Volkswagen Polo,Volkswagen,Polo,7,43000,Dealer,Petrol,Manual,16.47,1198,73.9,5,484810
Hyundai Creta,Hyundai,Creta,2,1470,Dealer,Petrol,Manual,15.8,1591,121.3,5,1104110
Renault KWID,Renault,KWID,3,25000,Individual,Petrol,Manual,25.17,799,53.3,5,336997
Toyota Innova,Toyota,Innova,13,185000,Dealer,Diesel,Manual,12.8,2494,102.0,7,453680
BMW 3,BMW,3,11,97547,Dealer,Diesel,Automatic,16.07,1995,181.0,5,1015070
Maruti Swift Dzire,Maruti,Swift Dzire,3,36787,Dealer,Petrol,Manual,22.0,1197,81.8,5,591580
Hyundai Verna,Hyundai,Verna,3,28000,Dealer,Diesel,Automatic,22.0,1582,126.2,5,1242300
Hyundai Creta,Hyundai,Creta,4,75000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1242060
Hyundai Grand,Hyundai,Grand,6,38000,Dealer,Petrol,Manual,18.9,1197,82.0,5,398662
Mahindra Scorpio,Mahindra,Scorpio,12,80000,Dealer,Diesel,Manual,12.05,2179,120.0,7,360970
Maruti Wagon R,Maruti,Wagon R,6,7830,Individual,Petrol,Manual,20.51,998,67.04,5,345780
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,11,70000,Individual,Petrol,Automatic,10.93,2497,204.0,5,998400
Mahindra XUV500,Mahindra,XUV500,3,50000,Individual,Diesel,Manual,15.1,2179,152.87,7,1438610
Hyundai i20,Hyundai,i20,5,27884,Dealer,Petrol,Manual,18.6,1197,81.83,5,599050
Maruti Wagon R,Maruti,Wagon R,11,25000,Individual,Petrol,Manual,18.9,998,67.1,5,290740
Hyundai Grand,Hyundai,Grand,7,41000,Dealer,Petrol,Manual,18.9,1197,81.86,5,417350
Hyundai i20,Hyundai,i20,6,45235,Dealer,Petrol,Manual,18.6,1197,81.83,5,559690
Maruti Swift,Maruti,Swift,3,38815,Dealer,Diesel,Automatic,28.4,1248,74.0,5,756410
Hyundai i20,Hyundai,i20,3,34000,Dealer,Petrol,Manual,18.6,1197,81.83,5,670053
Maruti Alto,Maruti,Alto,4,30000,Individual,Petrol,Manual,24.7,796,47.3,5,275830
Maruti Vitara,Maruti,Vitara,2,22000,Dealer,Diesel,Automatic,24.3,1248,88.5,5,1086280
Volkswagen Vento,Volkswagen,Vento,8,65000,Dealer,Diesel,Manual,20.54,1598,103.6,5,369245
Hyundai Verna,Hyundai,Verna,3,12000,Dealer,Petrol,Automatic,15.92,1591,121.3,5,1166400
Maruti Eeco,Maruti,Eeco,1,10000,Individual,Petrol,Manual,15.37,1196,73.0,5,422280
BMW X3,BMW,X3,7,65000,Dealer,Diesel,Automatic,18.56,1995,187.7,5,2140775
Maruti Swift,Maruti,Swift,6,50000,Individual,Petrol,Manual,20.4,1197,81.8,5,423825
Volkswagen Vento,Volkswagen,Vento,9,19519,Individual,Petrol,Manual,15.04,1598,103.6,5,432745
Honda City,Honda,City,5,32302,Dealer,Petrol,Automatic,18.0,1497,117.3,5,840247
Skoda Rapid,Skoda,Rapid,6,67000,Dealer,Diesel,Manual,21.14,1498,103.52,5,466100
Maruti Eeco,Maruti,Eeco,6,37000,Dealer,Petrol,Manual,15.37,1196,73.0,5,283220
Toyota Innova,Toyota,Innova,5,56875,Dealer,Diesel,Manual,13.68,2393,147.8,7,1531660
Hyundai Grand,Hyundai,Grand,7,42000,Dealer,Petrol,Manual,18.9,1197,81.86,5,422250
Toyota Innova,Toyota,Innova,8,270000,Individual,Diesel,Manual,12.99,2494,100.6,8,836450
BMW 3,BMW,3,7,85875,Dealer,Diesel,Automatic,13.2,1995,170.0,5,1432360
Hyundai Verna,Hyundai,Verna,5,25000,Dealer,Diesel,Manual,23.9,1582,126.2,5,801110
Ford Ecosport,Ford,Ecosport,4,43000,Dealer,Petrol,Automatic,14.7,1496,120.69,5,830950
Hyundai Grand,Hyundai,Grand,7,56494,Dealer,Diesel,Manual,24.0,1120,70.0,5,386238
Maruti Vitara,Maruti,Vitara,3,64000,Individual,Diesel,Manual,24.3,1248,88.5,5,867131
Hyundai i20,Hyundai,i20,11,68000,Individual,Petrol,Manual,18.5,1197,80.0,5,254629
Toyota Innova,Toyota,Innova,6,120000,Dealer,Diesel,Manual,12.99,2494,100.6,8,1119977
Ford Figo,Ford,Figo,5,50000,Individual,Diesel,Manual,25.83,1498,99.0,5,514588
Honda City,Honda,City,5,34000,Dealer,Diesel,Manual,25.1,1498,98.6,5,793015
Maruti Eeco,Maruti,Eeco,9,96500,Individual,CNG,Manual,15.1,1196,73.0,5,238390
Maruti Ciaz,Maruti,Ciaz,5,38000,Dealer,Diesel,Manual,28.09,1248,88.5,5,588120
Mahindra Bolero,Mahindra,Bolero,1,15000,Individual,Diesel,Manual,21.0,1498,74.96,7,773790
Hyundai Grand,Hyundai,Grand,6,41000,Dealer,Petrol,Manual,18.9,1197,81.86,5,426617
Hyundai Grand,Hyundai,Grand,5,33500,Dealer,Diesel,Manual,24.0,1120,70.0,5,496730
Renault KWID,Renault,KWID,3,34000,Dealer,Petrol,Manual,23.01,999,67.0,5,391400
Maruti Celerio,Maruti,Celerio,3,17000,Individual,Petrol,Automatic,23.1,998,67.04,5,484578
Hyundai Grand,Hyundai,Grand,5,65000,Dealer,Petrol,Manual,18.9,1197,82.0,5,480050
Maruti Wagon R,Maruti,Wagon R,7,41123,Dealer,Petrol,Manual,20.51,998,67.04,5,310517
Maruti Swift,Maruti,Swift,4,50000,Individual,Diesel,Manual,28.4,1248,74.0,5,556275
Maruti Swift,Maruti,Swift,6,52000,Dealer,Diesel,Manual,25.2,1248,74.0,5,440317
BMW 5,BMW,5,4,46000,Dealer,Diesel,Automatic,18.12,1995,190.0,5,3198200
Hyundai i20,Hyundai,i20,11,100000,Individual,Petrol,Manual,17.0,1197,80.0,5,263192
Hyundai Creta,Hyundai,Creta,4,54000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1201740
Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,2,4000,Dealer,Petrol,Automatic,11.5,1991,245.0,5,7052849
Honda Amaze,Honda,Amaze,5,61198,Dealer,Diesel,Manual,25.8,1498,98.6,5,547150
Ford Aspire,Ford,Aspire,3,10000,Individual,Petrol,Manual,18.16,1196,86.8,5,639017
Volkswagen Vento,Volkswagen,Vento,6,61000,Dealer,Petrol,Manual,15.04,1598,103.2,5,521690
Maruti Alto,Maruti,Alto,11,40000,Individual,Petrol,Manual,20.92,998,67.1,5,216635
Maruti Wagon R,Maruti,Wagon R,11,80875,Dealer,Petrol,Manual,18.9,998,67.1,5,246240
Honda City,Honda,City,7,42000,Dealer,Diesel,Manual,25.1,1498,98.6,5,640020
Hyundai i10,Hyundai,i10,12,84255,Dealer,Petrol,Manual,19.81,1086,68.05,5,194295
Audi A8,Audi,A8,9,75000,Dealer,Diesel,Automatic,11.8,2967,246.7,5,2022840
Hyundai Grand,Hyundai,Grand,5,77000,Individual,Petrol,Manual,18.9,1197,82.0,5,411400
Hyundai i10,Hyundai,i10,9,35800,Dealer,Petrol,Manual,20.36,1197,78.9,5,262000
Maruti Celerio,Maruti,Celerio,4,40000,Individual,Petrol,Manual,23.1,998,67.04,5,418667
Mahindra Bolero,Mahindra,Bolero,4,100000,Individual,Diesel,Manual,16.5,1493,70.0,7,693740
Maruti Wagon R,Maruti,Wagon R,11,65000,Dealer,Petrol,Manual,18.9,998,67.1,5,219690
Hyundai Elantra,Hyundai,Elantra,2,10000,Individual,Petrol,Automatic,14.62,1999,149.92,5,1646400
Honda WR-V,Honda,WR-V,4,22000,Dealer,Diesel,Manual,25.5,1498,98.6,5,760030
Honda City,Honda,City,6,54000,Dealer,Petrol,Automatic,18.0,1497,117.3,5,733290
Hyundai Verna,Hyundai,Verna,4,40000,Individual,Diesel,Automatic,22.0,1582,126.2,5,964900
MG Hector,MG,Hector,2,13000,Dealer,Petrol,Automatic,13.96,1451,141.0,5,1743910
Maruti Swift Dzire,Maruti,Swift Dzire,7,100000,Individual,Diesel,Manual,23.4,1248,74.0,5,427982
Ford Ecosport,Ford,Ecosport,8,81000,Dealer,Diesel,Manual,22.7,1498,89.84,5,490550
Maruti Swift,Maruti,Swift,6,65000,Dealer,Petrol,Manual,20.4,1197,81.8,5,443560
Maruti Baleno,Maruti,Baleno,2,25000,Individual,Petrol,Manual,21.4,1197,83.1,5,669575
Audi A4,Audi,A4,9,79000,Dealer,Diesel,Automatic,15.2,1968,140.8,5,1254000
Volkswagen Vento,Volkswagen,Vento,6,49728,Dealer,Diesel,Manual,20.34,1498,103.2,5,603787
Maruti Swift,Maruti,Swift,13,86000,Dealer,Diesel,Manual,17.8,1248,75.0,5,280383
Maruti Swift Dzire,Maruti,Swift Dzire,12,145000,Individual,Petrol,Manual,17.5,1298,85.8,5,218630
Honda Amaze,Honda,Amaze,7,61000,Dealer,Diesel,Manual,25.8,1498,98.6,5,348810
Maruti Alto,Maruti,Alto,3,37000,Dealer,Petrol,Manual,24.7,796,47.3,5,335435
BMW 7,BMW,7,4,50000,Dealer,Diesel,Automatic,16.77,2993,261.49,5,6692500
Maruti Alto,Maruti,Alto,10,29000,Dealer,Petrol,Manual,19.7,796,46.3,5,170780
Audi Q7,Audi,Q7,8,33000,Dealer,Diesel,Automatic,12.07,2967,241.4,7,2819250
Hyundai Santro,Hyundai,Santro,2,5000,Individual,Petrol,Automatic,20.3,1086,68.0,5,553387
Hyundai i10,Hyundai,i10,10,40300,Dealer,Petrol,Manual,20.36,1197,78.9,5,260445
Datsun RediGO,Datsun,RediGO,4,40000,Individual,Petrol,Manual,22.7,799,53.64,5,250852
Maruti Swift,Maruti,Swift,9,62000,Dealer,Diesel,Manual,22.9,1248,74.0,5,380840
Mahindra Bolero,Mahindra,Bolero,7,120000,Individual,Diesel,Manual,15.96,2523,62.1,9,454405
Skoda Rapid,Skoda,Rapid,3,40000,Individual,Petrol,Automatic,14.84,1598,103.2,5,1004217
Maruti Swift Dzire,Maruti,Swift Dzire,10,86000,Individual,Diesel,Manual,19.3,1248,73.9,5,296083
Mahindra XUV500,Mahindra,XUV500,5,100000,Individual,Diesel,Manual,16.0,2179,140.0,7,1065050
Toyota Fortuner,Toyota,Fortuner,10,196777,Dealer,Diesel,Manual,11.5,2982,171.0,7,1007350
Ford Figo,Ford,Figo,8,76000,Dealer,Diesel,Manual,20.0,1399,68.0,5,301300
Maruti Swift,Maruti,Swift,3,23000,Individual,Petrol,Manual,22.0,1197,81.8,5,578044
Mahindra XUV500,Mahindra,XUV500,6,58000,Dealer,Diesel,Manual,16.0,2179,140.0,7,929273
BMW 3,BMW,3,10,51048,Dealer,Diesel,Automatic,13.2,1995,170.0,5,925316
Ford Ecosport,Ford,Ecosport,8,47000,Dealer,Diesel,Manual,22.7,1498,89.84,5,471573
Maruti Swift Dzire,Maruti,Swift Dzire,7,90000,Dealer,Diesel,Manual,19.3,1248,73.9,5,555931
Renault KWID,Renault,KWID,1,1200,Individual,Petrol,Automatic,22.0,999,67.0,5,478950
Hyundai Creta,Hyundai,Creta,4,70000,Individual,Diesel,Automatic,17.01,1582,126.2,5,1212393
Honda City,Honda,City,6,120000,Individual,Diesel,Manual,26.0,1498,98.6,5,709767
Maruti Baleno,Maruti,Baleno,3,20000,Individual,Petrol,Manual,21.4,1197,83.1,5,626869
Maruti Swift Dzire,Maruti,Swift Dzire,7,36658,Dealer,Diesel,Manual,23.4,1248,74.0,5,509900
Volkswagen Polo,Volkswagen,Polo,8,23000,Dealer,Petrol,Manual,16.47,1198,73.9,5,391707
Maruti Ertiga,Maruti,Ertiga,2,42000,Dealer,Diesel,Manual,24.52,1248,88.5,7,945242
Honda City,Honda,City,7,62000,Dealer,Diesel,Manual,26.0,1498,98.6,5,603890
Datsun RediGO,Datsun,RediGO,5,64968,Dealer,Petrol,Manual,22.7,799,53.64,5,251250
Tata Tigor,Tata,Tigor,3,40000,Individual,Diesel,Manual,24.7,1047,69.0,5,569220
Tata Tiago,Tata,Tiago,2,19247,Dealer,Petrol,Automatic,24.0,1199,83.81,5,526280
Honda Amaze,Honda,Amaze,4,42000,Dealer,Petrol,Manual,18.0,1198,86.7,5,486550
Maruti Ertiga,Maruti,Ertiga,5,10000,Individual,Petrol,Manual,17.5,1373,91.1,7,758967
Maruti Ertiga,Maruti,Ertiga,3,24812,Dealer,Diesel,Manual,25.47,1248,88.5,7,762470
Honda WR-V,Honda,WR-V,3,11000,Dealer,Diesel,Manual,25.5,1498,98.6,5,876610
Hyundai i20,Hyundai,i20,1,3700,Trustmark Dealer,Petrol,Manual,18.6,1197,81.86,5,677064
Maruti Swift Dzire,Maruti,Swift Dzire,4,25000,Individual,Diesel,Manual,28.4,1248,74.02,5,733065
Toyota Camry,Toyota,Camry,5,85000,Dealer,Electric,Automatic,19.16,2494,157.7,5,1896854
Ford Ecosport,Ford,Ecosport,7,56017,Dealer,Diesel,Manual,22.7,1498,89.84,5,628441
Renault KWID,Renault,KWID,4,35000,Individual,Petrol,Automatic,24.04,999,67.0,5,351888
Hyundai Verna,Hyundai,Verna,9,67000,Dealer,Diesel,Automatic,19.08,1582,126.32,5,630100
Hyundai Grand,Hyundai,Grand,5,35000,Individual,Petrol,Manual,18.9,1197,82.0,5,432408
Skoda Rapid,Skoda,Rapid,9,85000,Dealer,Diesel,Manual,20.5,1598,103.5,5,445000
Maruti Swift,Maruti,Swift,9,110000,Individual,Diesel,Manual,22.9,1248,74.0,5,368829
Ford Ecosport,Ford,Ecosport,8,94000,Dealer,Diesel,Manual,22.7,1498,89.84,5,439220
Hyundai i20,Hyundai,i20,11,68523,Dealer,Petrol,Manual,17.0,1197,80.0,5,265510
Honda City,Honda,City,5,56000,Dealer,Diesel,Manual,26.0,1498,98.6,5,703325
Hyundai Creta,Hyundai,Creta,6,35000,Individual,Diesel,Manual,21.38,1396,88.7,5,862990
Maruti Dzire ZXI,Maruti,Dzire ZXI,7,50000,Dealer,Petrol,Manual,23.26,1197,88.5,5,501330
Volkswagen Vento,Volkswagen,Vento,10,69988,Dealer,Diesel,Manual,20.54,1598,103.6,5,329350
Toyota Innova,Toyota,Innova,4,120000,Individual,Diesel,Manual,13.68,2393,147.8,8,1568890
Hyundai Creta,Hyundai,Creta,3,40000,Dealer,Diesel,Manual,21.4,1493,113.42,5,1086317
Maruti Alto,Maruti,Alto,5,26000,Dealer,CNG,Manual,30.46,796,47.3,5,306595
Maruti Wagon R,Maruti,Wagon R,10,48000,Dealer,Petrol,Manual,18.9,998,67.1,5,253937
Honda City,Honda,City,4,52000,Individual,Diesel,Manual,25.6,1498,97.9,5,1022390
Maruti Ertiga,Maruti,Ertiga,2,8000,Dealer,Petrol,Automatic,17.99,1462,103.26,7,1063480
Honda City,Honda,City,10,58000,Dealer,Petrol,Manual,17.0,1497,118.0,5,349895
Hyundai Verna,Hyundai,Verna,9,115721,Dealer,Diesel,Manual,22.32,1582,126.32,5,528650
Maruti Alto,Maruti,Alto,13,50000,Individual,Petrol,Manual,19.7,796,46.3,5,141652
Tata Nexon,Tata,Nexon,3,30000,Individual,Diesel,Manual,21.5,1497,108.5,5,843774
Hyundai Grand,Hyundai,Grand,3,30000,Individual,Petrol,Manual,18.9,1197,81.86,5,471773
Maruti Baleno,Maruti,Baleno,2,69000,Dealer,Diesel,Manual,27.39,1248,74.0,5,626898
Maruti Wagon R,Maruti,Wagon R,1,7640,Trustmark Dealer,Petrol,Manual,21.79,998,67.05,5,490850
Skoda Rapid,Skoda,Rapid,8,69000,Dealer,Petrol,Manual,15.0,1598,105.0,5,420427
Honda Amaze,Honda,Amaze,7,57432,Dealer,Petrol,Manual,18.0,1198,86.7,5,399980
Hyundai Santro,Hyundai,Santro,14,50000,Individual,Petrol,Manual,17.8,1086,63.0,5,110647
Maruti Baleno,Maruti,Baleno,4,25565,Individual,Petrol,Manual,21.4,1197,83.1,5,674872
Maruti Alto,Maruti,Alto,7,56000,Dealer,Petrol,Manual,22.74,796,47.3,5,260750
Honda City,Honda,City,9,37000,Dealer,Petrol,Manual,17.4,1497,117.6,5,448295
Toyota Innova,Toyota,Innova,9,39000,Dealer,Diesel,Manual,12.99,2494,100.0,7,797767
BMW 3,BMW,3,10,98955,Dealer,Diesel,Automatic,13.2,1995,170.0,5,990410
Honda Civic,Honda,Civic,12,65000,Dealer,Petrol,Automatic,12.9,1799,130.0,5,292350
Hyundai i10,Hyundai,i10,13,67000,Dealer,Petrol,Manual,20.36,1197,78.9,5,206390
Honda City,Honda,City,3,28000,Dealer,Diesel,Manual,26.0,1498,98.6,5,1058010
Renault Duster,Renault,Duster,4,30000,Individual,Diesel,Manual,19.72,1461,108.45,5,870217
Maruti Ertiga,Maruti,Ertiga,4,41000,Dealer,Petrol,Manual,16.02,1373,93.7,7,702200
Maruti Alto,Maruti,Alto,7,28000,Dealer,CNG,Manual,33.44,796,40.3,4,286340
Maruti Swift Dzire,Maruti,Swift Dzire,6,32000,Dealer,Petrol,Manual,20.85,1197,83.14,5,517479
Ford Freestyle,Ford,Freestyle,2,30000,Individual,Diesel,Manual,24.4,1498,98.63,5,729370
BMW 7,BMW,7,13,70000,Dealer,Petrol,Automatic,8.45,2979,321.0,5,775430
Tata Hexa,Tata,Hexa,4,57500,Dealer,Diesel,Automatic,17.6,2179,153.86,7,1187920
Maruti Ciaz,Maruti,Ciaz,7,34900,Dealer,Diesel,Manual,26.21,1248,88.5,5,563960
Hyundai i10,Hyundai,i10,9,30448,Dealer,Petrol,Manual,20.36,1197,78.9,5,279500
Honda City,Honda,City,2,25000,Individual,Petrol,Automatic,18.0,1497,117.6,5,1171803
Mahindra XUV500,Mahindra,XUV500,4,50000,Dealer,Diesel,Manual,16.0,2179,140.0,7,1343933
Tata Tiago,Tata,Tiago,2,23000,Dealer,Petrol,Manual,23.84,1199,84.0,5,459880
Skoda Superb,Skoda,Superb,11,100000,Individual,Petrol,Manual,13.14,1798,157.8,5,356710
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,4,48000,Dealer,Petrol,Automatic,12.0,1991,184.0,5,3517280
Maruti Swift,Maruti,Swift,8,80000,Individual,Diesel,Manual,22.9,1248,74.0,5,355184
Toyota Innova,Toyota,Innova,9,121000,Dealer,Diesel,Manual,12.99,2494,100.0,8,730597
Hyundai i20,Hyundai,i20,9,90000,Individual,Diesel,Manual,23.0,1396,90.0,5,367307
Honda City,Honda,City,14,65000,Dealer,Petrol,Manual,17.7,1497,78.0,5,187260
Maruti Swift,Maruti,Swift,3,16000,Individual,Petrol,Automatic,22.0,1197,81.8,5,678250
Maruti Ciaz,Maruti,Ciaz,6,48000,Dealer,Diesel,Manual,26.21,1248,88.5,5,564944
Renault Duster,Renault,Duster,5,43811,Dealer,Diesel,Manual,19.87,1461,83.8,5,609770
Skoda Superb,Skoda,Superb,11,59000,Dealer,Petrol,Automatic,13.7,1798,157.75,5,420670
Volkswagen Vento,Volkswagen,Vento,8,114000,Dealer,Diesel,Manual,20.54,1598,103.6,5,422885
Hyundai i20,Hyundai,i20,7,62000,Dealer,Diesel,Manual,21.9,1396,88.76,5,481488
Ford Ecosport,Ford,Ecosport,8,55000,Dealer,Diesel,Manual,22.7,1498,89.84,5,543904
Ford Ecosport,Ford,Ecosport,4,40600,Dealer,Diesel,Manual,23.0,1498,98.96,5,852690
Ford Ecosport,Ford,Ecosport,5,20000,Individual,Petrol,Manual,15.85,1499,110.4,5,655940
Mahindra XUV500,Mahindra,XUV500,6,43000,Dealer,Diesel,Manual,15.1,2179,140.0,7,783408
Toyota Fortuner,Toyota,Fortuner,9,82000,Dealer,Diesel,Manual,13.0,2982,168.5,7,1255900
Hyundai i20,Hyundai,i20,5,60000,Individual,Diesel,Manual,22.54,1396,88.73,5,602120
Volkswagen Vento,Volkswagen,Vento,4,70763,Dealer,Diesel,Automatic,22.15,1498,108.6,5,820470
Mahindra Bolero,Mahindra,Bolero,2,35000,Individual,Diesel,Manual,15.96,2523,63.0,9,682920
Hyundai Verna,Hyundai,Verna,7,77000,Dealer,Diesel,Manual,22.32,1582,126.3,5,517930
Maruti Celerio,Maruti,Celerio,2,20000,Individual,Petrol,Automatic,23.1,998,67.04,5,510452
Maruti Swift Dzire,Maruti,Swift Dzire,6,52000,Individual,Petrol,Manual,20.85,1197,83.14,5,504130
BMW 3,BMW,3,10,63000,Dealer,Diesel,Automatic,13.2,1995,170.0,5,937123
Honda City,Honda,City,4,15735,Dealer,Petrol,Manual,17.4,1497,117.6,5,941220
Honda Amaze,Honda,Amaze,7,45000,Dealer,Diesel,Manual,25.8,1498,98.6,5,362460
Tata Nexon,Tata,Nexon,2,40000,Individual,Diesel,Manual,21.5,1497,108.5,5,850810
Honda Amaze,Honda,Amaze,8,51112,Dealer,Petrol,Automatic,15.5,1198,86.7,5,436340
Renault KWID,Renault,KWID,5,35000,Individual,Petrol,Manual,25.17,799,53.3,5,259091
Maruti Swift Dzire,Maruti,Swift Dzire,3,27000,Dealer,Diesel,Automatic,28.4,1248,74.02,5,846380
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,5,29052,Dealer,Petrol,Automatic,14.74,1991,184.0,5,2793562
Hyundai Verna,Hyundai,Verna,3,69000,Dealer,Diesel,Manual,22.0,1582,126.2,5,924700
Hyundai Grand,Hyundai,Grand,3,5000,Individual,Petrol,Manual,18.9,1197,81.86,5,521410
Audi A4,Audi,A4,11,82000,Dealer,Petrol,Automatic,12.3,1781,163.2,5,805890
Maruti Wagon R,Maruti,Wagon R,3,25000,Individual,Petrol,Manual,20.51,998,67.04,5,396557
Maruti Wagon R,Maruti,Wagon R,5,40000,Individual,Petrol,Manual,20.51,998,67.04,5,321693
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,11,75000,Dealer,Petrol,Automatic,11.7,1796,178.0,5,800050
Maruti Alto,Maruti,Alto,6,45000,Dealer,Petrol,Manual,24.7,796,47.3,5,272325
Honda City,Honda,City,5,78000,Dealer,Petrol,Automatic,18.0,1497,117.3,5,709270
Ford Figo,Ford,Figo,10,65000,Dealer,Diesel,Manual,20.0,1399,68.0,5,199800
Toyota Innova,Toyota,Innova,6,143000,Dealer,Diesel,Manual,12.99,2494,100.0,7,1025883
Hyundai i20,Hyundai,i20,4,30000,Individual,Diesel,Manual,22.54,1396,88.73,5,661910
Maruti Eeco,Maruti,Eeco,2,17000,Dealer,Petrol,Manual,15.37,1196,73.0,7,388127
Audi A4,Audi,A4,4,40000,Individual,Petrol,Automatic,17.84,1395,147.51,5,2379640
Hyundai i20,Hyundai,i20,4,65609,Dealer,Diesel,Manual,22.54,1396,88.73,5,677520
Hyundai Verna,Hyundai,Verna,7,225000,Individual,Diesel,Manual,22.32,1582,126.32,5,655400
Mahindra Bolero,Mahindra,Bolero,8,65784,Dealer,Diesel,Manual,15.96,2523,62.1,7,441260
Honda Amaze,Honda,Amaze,2,30000,Individual,Petrol,Manual,19.5,1199,88.76,5,634170
Toyota Fortuner,Toyota,Fortuner,10,75000,Dealer,Diesel,Manual,11.5,2982,171.0,7,1024010
Mahindra Scorpio,Mahindra,Scorpio,2,41000,Dealer,Diesel,Manual,16.36,2179,120.0,7,1131435
Tata Tiago,Tata,Tiago,3,20000,Individual,Petrol,Automatic,23.84,1199,84.0,5,490975
Maruti Celerio,Maruti,Celerio,5,43782,Dealer,Petrol,Manual,23.1,998,67.04,5,417020
Skoda Rapid,Skoda,Rapid,4,60000,Dealer,Diesel,Automatic,21.72,1498,108.6,5,797455
Datsun RediGO,Datsun,RediGO,3,20000,Individual,Petrol,Manual,22.7,799,53.64,5,248360
Hyundai Santro,Hyundai,Santro,11,120000,Individual,LPG,Manual,17.8,1086,63.0,5,191407
Maruti Swift Dzire,Maruti,Swift Dzire,3,50000,Individual,Diesel,Manual,28.4,1248,74.02,5,657488
Hyundai Grand,Hyundai,Grand,10,65000,Dealer,CNG,Manual,25.0,1197,82.0,5,309665
Renault KWID,Renault,KWID,5,25500,Individual,Petrol,Manual,23.01,999,67.0,5,308024
Hyundai i20,Hyundai,i20,7,46500,Dealer,Petrol,Manual,18.5,1197,82.9,5,438537
Skoda Rapid,Skoda,Rapid,3,24000,Dealer,Diesel,Manual,21.13,1498,108.6,5,915710
Maruti Alto,Maruti,Alto,2,5000,Individual,Petrol,Manual,23.95,998,67.05,5,368047
Volkswagen Polo,Volkswagen,Polo,9,57000,Dealer,Diesel,Manual,22.07,1199,73.9,5,328890
Mini Cooper,Mini,Cooper,8,35000,Dealer,Diesel,Automatic,23.8,1998,112.0,5,921150
Maruti Alto,Maruti,Alto,15,55000,Dealer,Petrol,Manual,19.7,796,46.3,5,125080
Maruti Alto,Maruti,Alto,6,35236,Dealer,Petrol,Manual,22.74,796,47.3,5,259505
Toyota Innova,Toyota,Innova,2,46000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,2008160
Honda Amaze,Honda,Amaze,4,40000,Individual,Petrol,Manual,17.8,1198,86.7,5,541640
Hyundai Verna,Hyundai,Verna,4,23228,Dealer,Petrol,Manual,17.43,1396,105.5,5,733388
Maruti Vitara,Maruti,Vitara,3,20000,Dealer,Diesel,Manual,24.3,1248,88.5,5,901279
